"","Team","Player","College","Play_Yrs","Games","Year","Pick"
"2087","BOS","Joe Harrington","University of Maryland",NA,NA,1967,120
"2088","PHI","Ted Campbell","North Carolina Agricultural and Technical State University",NA,NA,1967,121
"2089","SEA","Randy Matson","Texas A&M University",NA,NA,1967,122
"2090","SDR","Al Razutis","Alliant International University",NA,NA,1967,123
"2091","BAL","Tony Eaton","University of Texas-Pan American",NA,NA,1967,124
"2092","DET","George Dalzell","Colgate University",NA,NA,1967,125
"2093","CHI","Ron Widby","University of Tennessee",NA,NA,1967,126
"2094","LAL","Ben Monroe","University of New Mexico",NA,NA,1967,127
"2095","NYK","Mike Riordan","Providence College",9,639,1967,128
"2096","CIN","Frank Gadjunas","Villanova University",NA,NA,1967,129
"2097","SFW","David Fox","University of the Pacific",NA,NA,1967,130
"2098","PHI","Hubie Marshall","La Salle University",NA,NA,1967,131
"2099","SDR","Martin Navia","New Mexico Highlands University",NA,NA,1967,132
"2100","SEA","Rubin Russell","University of North Texas",NA,NA,1967,133
"2101","BAL","Lyn Burkholder","University of South Carolina",NA,NA,1967,134
"2102","DET","Matthew Aitch","Michigan State University",NA,NA,1967,135
"2103","CHI","Tom Storm","Montana State University",NA,NA,1967,136
"2104","LAL","Gary Jones","University of Iowa",NA,NA,1967,137
"2105","CIN","John Moates","University of Richmond",NA,NA,1967,138
"2106","PHI","George Mack","North Carolina Agricultural and Technical State University",NA,NA,1967,139
"2107","SEA","John Schroeder","Ohio University",NA,NA,1967,140
"2108","SDR","Bob Chlupsa","Manhattan College",NA,NA,1967,141
"2109","BAL","Paul Mickey","Pennsylvania State University",NA,NA,1967,142
"2110","CHI","Don Whitehead","Erskine College",NA,NA,1967,143
"2111","CIN","Jerry Pettway","Northwood Institute",NA,NA,1967,144
"2112","PHI","Wayne Brabender","University of Minnesota Morris",NA,NA,1967,145
"2113","SDR","John Tolbert","South Carolina State University",NA,NA,1967,146
"2114","SEA","Jim Sutherland","Clemson University",NA,NA,1967,147
"2115","BAL","Rich Peek","Louisiana Tech University",NA,NA,1967,148
"2116","CHI","Jim Garza","Lawrence Technological University",NA,NA,1967,149
"2117","CIN","Earl Beechum","Midwestern State University",NA,NA,1967,150
"2118","PHI","Sherman Dillard","University of Tulsa",NA,NA,1967,151
"2119","SEA","Willie Campbell","University of Nebraska",NA,NA,1967,152
"2120","BAL","Gary Williams","University of Oklahoma",NA,NA,1967,153
"2121","CHI","Jimmy Dawson","University of Illinois at Urbana-Champaign",NA,NA,1967,154
"2122","CIN","John Vermelyea","Morningside College",NA,NA,1967,155
"2123","PHI","Wayne Chapman","Western Kentucky University",NA,NA,1967,156
"2124","BAL","Loy Peterson","Oregon State University",NA,NA,1967,157
"2125","CIN","Darryll Meachem","Edinboro University of Pennsylvania",NA,NA,1967,158
"2126","PHI","Gary Paulk","Oklahoma State University",NA,NA,1967,159
"2127","BAL","Jerry Southwood","Vanderbilt University",NA,NA,1967,160
"2128","BAL","George Spencer","University of Washington",NA,NA,1967,161
"2129","BAL","Roland West","University of Cincinnati",1,4,1967,162
"2130","SDR","Elvin Hayes","University of Houston",16,1303,1968,1
"2131","BAL","Wes Unseld","University of Louisville",13,984,1968,2
"2132","SEA","Bob Kauffman","Guilford College",7,525,1968,3
"2133","CHI","Tom Boerwinkle","University of Tennessee",10,635,1968,4
"2134","CIN","Zaid Abdul-Aziz","Iowa State University",10,505,1968,5
"2135","DET","Otto Moore","University of Texas-Pan American",9,682,1968,6
"2136","MIL","Charlie Paulk","Northeastern State University",3,120,1968,7
"2137","PHO","Gary Gregor","University of South Carolina",4,296,1968,8
"2138","SFW","Ron Williams","West Virginia University",8,516,1968,9
"2139","NYK","Bill Hosket","Ohio State University",4,143,1968,10
"2140","LAL","Bill Hewitt","University of Southern California",6,361,1968,11
"2141","BOS","Don Chaney","University of Houston",11,742,1968,12
"2142","ATL","Skip Harlicka","University of South Carolina",1,26,1968,13
"2143","PHI","Shaler Halimon","Utah State University",3,170,1968,14
"2144","SDR","John Trapp","University of Nevada, Las Vegas",4,279,1968,15
"2145","SEA","Art Harris","Stanford University",4,238,1968,16
"2146","CHI","Loy Petersen","Oregon State University",2,69,1968,17
"2147","BAL","Bob Quick","Xavier University",3,136,1968,18
"2148","CHI","Ron Dunlap","University of Illinois at Urbana-Champaign",NA,NA,1968,19
"2149","DET","Manny Leaks","Niagara University",2,135,1968,20
"2150","PHO","Dick Cunningham","Murray State University",7,358,1968,21
"2151","MIL","Gene Moore","Saint Louis University",NA,NA,1968,22
"2152","SDR","Stu Lantz","University of Nebraska",8,547,1968,23
"2153","SEA","Jeff Ockel","University of Utah",NA,NA,1968,24
"2154","DET","Donald Dee","Saint Mary of the Plains College",NA,NA,1968,25
"2155","BAL","Ron Nelson","University of New Mexico",NA,NA,1968,26
"2156","CIN","Pat Frink","University of Colorado",1,48,1968,27
"2157","CIN","Fred Foster","Miami University",8,524,1968,28
"2158","SFW","Donald Sidle","University of Oklahoma",NA,NA,1968,29
"2159","NYK","Don May","University of Dayton",7,379,1968,30
"2160","CHI","Dave Newmark","Columbia University",2,145,1968,31
"2161","BOS","Garfield Smith","Eastern Kentucky University",2,63,1968,32
"2162","BAL","Jack Thompson","University of South Carolina",NA,NA,1968,33
"2163","SEA","Ed Johnson","Tennessee State University",NA,NA,1968,34
"2164","MIL","Sam Williams","University of Iowa",2,66,1968,35
"2165","PHO","Art Beatty","American University",NA,NA,1968,36
"2166","SDR","Harry Barnes","Northeastern University",1,22,1968,37
"2167","SEA","Henry Logan","Western Carolina University",NA,NA,1968,38
"2168","CHI","Mike Lynn","University of California, Los Angeles",2,49,1968,39
"2169","BAL","Dallas Thornton","Kentucky Wesleyan College",NA,NA,1968,40
"2170","CIN","Daniel Sparks","Weber State University",NA,NA,1968,41
"2171","DET","Rich Niemann","Saint Louis University",1,40,1968,42
"2172","SFW","Edgar Lacey","University of California, Los Angeles",NA,NA,1968,43
"2173","NYK","Warren Jabali","Wichita State University",NA,NA,1968,44
"2174","LAL","Ed Biedenbach","North Carolina State University",1,7,1968,45
"2175","BOS","Rich Johnson","Grambling State University",2,97,1968,46
"2176","ATL","Bob Warren","Vanderbilt University",NA,NA,1968,47
"2177","SDR","Darryl Jones","Benedictine College",NA,NA,1968,48
"2178","PHO","Rich Jones","University of Memphis",1,34,1968,49
"2179","MIL","Greg Smith","Western Kentucky University",8,524,1968,50
"2180","SDR","Glen Combs","Virginia Polytechnic Institute and State University",NA,NA,1968,51
"2181","SEA","Al Hairston","Bowling Green State University",2,42,1968,52
"2182","CHI","Jim Tillman","Loyola University of Chicago",NA,NA,1968,53
"2183","BAL","Ed Chaplin","Voorhees College",NA,NA,1968,54
"2184","CIN","Jim Kissane","Boston College",NA,NA,1968,55
"2185","DET","Carl Fuller","Bethune-Cookman College",NA,NA,1968,56
"2186","SFW","Jim Eakins","Brigham Young University",2,115,1968,57
"2187","NYK","Hal Booker","Cheyney University of Pennsylvania",NA,NA,1968,58
"2188","LAL","Lou Shephard","Missouri State University",NA,NA,1968,59
"2189","BOS","Thad Jaracz","University of Kentucky",NA,NA,1968,60
"2190","ATL","Rusty Parker","University of Miami",NA,NA,1968,61
"2191","PHI","Larry Miller","University of North Carolina",NA,NA,1968,62
"2192","MIL","Joe Franklin","University of Wisconsin",NA,NA,1968,63
"2193","PHO","Harry Hollines","University of Denver",NA,NA,1968,64
"2194","SDR","Eldridge Webb","University of Tulsa",NA,NA,1968,65
"2195","SEA","Ron Guziak","Duquesne University",NA,NA,1968,66
"2196","CHI","Ken Barnett","University of Delaware",NA,NA,1968,67
"2197","BAL","Joe Heiser","Princeton University",NA,NA,1968,68
"2198","CIN","Calvin Martin","Texas Southern University",NA,NA,1968,69
"2199","DET","Wally Anderzunas","Creighton University",1,44,1968,70
"2200","SFW","Bob Allen","Marshall University",1,27,1968,71
"2201","NYK","Brian Brunkhorst","Marquette University",NA,NA,1968,72
"2202","LAL","Nick Pino","Kansas State University",NA,NA,1968,73
"2203","BOS","Jerry Newsom","Indiana State University",NA,NA,1968,74
"2204","ATL","Phil Wagner","Georgia Institute of Technology",NA,NA,1968,75
"2205","PHI","Chuck Williams","University of Colorado",2,138,1968,76
"2206","PHO","Rod Knowles","Davidson College",NA,8,1968,77
"2207","MIL","Fred Smith","University of Hawaii",NA,NA,1968,78
"2208","SDR","Rick Adelman","Loyola Marymount University",7,462,1968,79
"2209","SEA","Jim McKean","Washington State University",NA,NA,1968,80
"2210","CHI","Willie Davis","University of North Texas",NA,NA,1968,81
"2211","BAL","Jasper Wilson","Southern University and A&M College",NA,NA,1968,82
"2212","CIN","Dick Dumas","Northeastern State University",NA,NA,1968,83
"2213","DET","Larry Newbold","Long Island University",NA,NA,1968,84
"2214","SFW","Dave Reasor","West Virginia University",NA,NA,1968,85
"2215","NYK","Bob Waldal","Dickinson College",NA,NA,1968,86
"2216","LAL","Dennis Hrcka","Hillsdale College",NA,NA,1968,87
"2217","BOS","Mike Lewis","Duke University",NA,NA,1968,88
"2218","ATL","Oscar Smith","Elizabeth City State University",NA,NA,1968,89
"2219","PHI","Bill Jones","Fairfield University",NA,NA,1968,90
"2220","MIL","Tom Kondla","University of Minnesota",NA,NA,1968,91
"2221","PHO","Charles Parkes","Idaho State University",NA,NA,1968,92
"2222","SDR","Aaron Sellers","Jackson State University",NA,NA,1968,93
"2223","SEA","Willie Rogers","University of Oklahoma",NA,NA,1968,94
"2224","CHI","Lloyd Higgins","Point Loma Nazarene University",NA,NA,1968,95
"2225","BAL","Barry Orms","Saint Louis University",1,64,1968,96
"2226","CIN","Dave Williams","Mississippi State University",NA,NA,1968,97
"2227","DET","Harry Laurie","Saint Peter's College",NA,NA,1968,98
"2228","SFW","Walt Platkowski","Bowling Green State University",NA,NA,1968,99
"2229","NYK","Bobby Hooper","University of Dayton",NA,NA,1968,100
"2230","LAL","John Smith","University of Southern Colorado",NA,NA,1968,101
"2231","BOS","Julius Keye","Alcorn State University",NA,NA,1968,102
"2232","ATL","Marin Baietti","Manhattan College",NA,NA,1968,103
"2233","PHI","Melvin Jones","Albany State University",NA,NA,1968,104
"2234","PHO","Brian Clare","University of Denver",NA,NA,1968,105
"2235","MIL","Elbert Miller","University of Nevada, Las Vegas",NA,NA,1968,106
"2236","SDR","John Schetzsle","Ashland University",NA,NA,1968,107
"2237","SEA","Jimmy Smith","Utah State University",NA,NA,1968,108
"2238","CHI","Corky Bell","Loyola University of Chicago",NA,NA,1968,109
"2239","BAL","Wayne Chapman","Western Kentucky University",NA,NA,1968,110
"2240","CIN","Butch Joyner","Indiana University",NA,NA,1968,111
"2241","DET","Vaughn Harper","Syracuse University",NA,NA,1968,112
"2242","SFW","Art Wilmore","University of San Francisco",NA,NA,1968,113
"2243","NYK","Roger Bohnenstiel","University of Kansas",NA,NA,1968,114
"2244","LAL","George Stone","Marshall University",NA,NA,1968,115
"2245","BOS","Bill Butler","St. Bonaventure University",NA,NA,1968,116
"2246","ATL","Mack Daughty","Albany State University",NA,NA,1968,117
"2247","PHI","Clarence Brookins","Temple University",NA,NA,1968,118
"2248","MIL","Cliff Berger","University of Kentucky",NA,NA,1968,119
"2249","PHO","Mervin Jackson","University of Utah",NA,NA,1968,120
"2250","SDR","Mike Butler","University of Memphis",NA,NA,1968,121
"2251","SEA","Joe Kennedy","Duke University",2,86,1968,122
"2252","CHI","Mike Weaver","Northwestern University",NA,NA,1968,123
"2253","BAL","Steve Adelman","Boston College",NA,NA,1968,124
"2254","CIN","Robert Wyendanet","Vanderbilt University",NA,NA,1968,125
"2255","DET","Tom Baack","University of Nebraska",NA,NA,1968,126
"2256","SFW","Bob Heaney","Santa Clara University",NA,NA,1968,127
"2257","NYK","Sylvester Adams","North Carolina Agricultural and Technical State University",NA,NA,1968,128
"2258","LAL","Charles Alford","East Carolina University",NA,NA,1968,129
"2259","BOS","Ivan Leschinsky","Long Island University",NA,NA,1968,130
"2260","ATL","Dwight Waller","Tennessee State University",1,11,1968,131
"2261","PHI","Greg Cisson","Rider University",NA,NA,1968,132
"2262","PHO","Lee Davis","North Carolina Central University",NA,NA,1968,133
"2263","MIL","Eugene Jones","University of Missouri",NA,NA,1968,134
"2264","SDR","Leonardo Epps","Clark Atlanta University",NA,NA,1968,135
"2265","SEA","Jim Marsh","University of Southern California",1,39,1968,136
"2266","CHI","Jim McGonigle","Iowa State University",NA,NA,1968,137
"2267","BAL","Al Dixon","Bowling Green State University",NA,NA,1968,138
"2268","CIN","James Robinson","Rochester Institute of Technology",NA,NA,1968,139
"2269","SFW","Jerry Chandler","University of Nevada, Las Vegas",NA,NA,1968,140
"2270","NYK","Bob Redd","Marshall University",NA,NA,1968,141
"2271","LAL","Harry Singletary","Presbyterian College",NA,NA,1968,142
"2272","BOS","Tom Neimeir","University of Evansville",NA,NA,1968,143
"2273","ATL","Henry Watkins","Tennessee State University",NA,NA,1968,144
"2274","PHI","Bill Soens","University of Miami",NA,NA,1968,145
"2275","MIL","Brad Luchini","Marquette University",NA,NA,1968,146
"2276","PHO","Ron Boone","Idaho State University",5,379,1968,147
"2277","SDR","Roy Manning","Lane College",NA,NA,1968,148
"2278","SEA","Walt Simon","University of Utah",NA,NA,1968,149
"2279","CHI","John Lallensack","University of Wisconsin-Oshkosh",NA,NA,1968,150
"2280","BAL","Willie Cager","University of Texas at El Paso",NA,NA,1968,151
"2281","CIN","Glynn Saulters","University of Louisiana at Monroe",NA,NA,1968,152
"2282","SFW","Bob Wolfe","University of California",NA,NA,1968,153
"2283","NYK","Pat Moriarty","Guilford College",NA,NA,1968,154
"2284","LAL","Reggie Lacefield","Western Michigan University",NA,NA,1968,155
"2285","BOS","Bill Langheld","Fordham University",NA,NA,1968,156
"2286","ATL","Bill Harris","University of Texas at El Paso",NA,NA,1968,157
"2287","PHI","Ted Campbell","North Carolina Agricultural and Technical State University",NA,NA,1968,158
"2288","MIL","Dave Miller","University of Florida",NA,NA,1968,159
"2289","PHO","Bill Davis","University of Arizona",NA,NA,1968,160
"2290","SDR","Marshall Evans","Lincoln University of Missouri",NA,NA,1968,161
"2291","SEA","Bud Ogden","Santa Clara University",2,74,1968,162
"2292","CHI","Herm Gilliam","Purdue University",8,578,1968,163
"2293","BAL","Rudy Bogad","St. John's University",NA,NA,1968,164
"2294","CIN","Bill Tindall","University of Massachusetts Amherst",NA,NA,1968,165
"2295","NYK","Ken Morehead","Hillside University",NA,NA,1968,166
"2296","LAL","Harvey Mumford","Montana State University",NA,NA,1968,167
"2297","BOS","Art Stephenson","University of Rhode Island",NA,NA,1968,168
"2298","ATL","Frank Standard","University of South Carolina",NA,NA,1968,169
"2299","PHI","Earl Seyfert","Kansas State University",NA,NA,1968,170
"2300","PHO","Pat Hobard",NA,NA,NA,1968,171
"2301","SDR","Bobby Lewis","North Carolina State University",NA,NA,1968,172
"2302","SEA","Mike Warren","University of California, Los Angeles",NA,NA,1968,173
"2303","CHI","Dave Carr","University of Washington",NA,NA,1968,174
"2304","BAL","Ernest Sims","East Tennessee State University",NA,NA,1968,175
"2305","CIN","Charles Core","Southeastern Louisiana University",NA,NA,1968,176
"2306","NYK","John Harlow","Princeton University",NA,NA,1968,177
"2307","LAL","John Godfrey","Abilene Christian University",NA,NA,1968,178
"2308","BOS","Keith Hockstein","College of the Holy Cross",NA,NA,1968,179
"2309","ATL","George Hicker","Syracuse University",NA,NA,1968,180
"2310","PHI","Tom Youngdale","Davidson College",NA,NA,1968,181
"2311","SDR","Bill Gaines","East Texas State University",NA,NA,1968,182
"2312","CHI","Mickey McCarthy","Texas Christian University",NA,NA,1968,183
"2313","BAL","Joe Allen","Bradley University",NA,NA,1968,184
"2314","CIN","Mike Drepling","Westminster College of Pennsylvania",NA,NA,1968,185
"2315","NYK","Ed Fellers","Guilford College",NA,NA,1968,186
"2316","LAL","Johnny Baum","Temple University",2,65,1968,187
"2317","ATL","Bernie Foster","Point Loma Nazarene University",NA,NA,1968,188
"2318","PHI","George Mack","North Carolina Agricultural and Technical State University",NA,NA,1968,189
"2319","SDR","Chuck Caldwell","University of Missouri-St. Louis",NA,NA,1968,190
"2320","CHI","Fred Holden","University of Louisville",NA,NA,1968,191
"2321","BAL","Dennis Blace","University of San Francisco",NA,NA,1968,192
"2322","CIN","Dick Harris","Manchester University",NA,NA,1968,193
