Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,WS,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS/48
2215,1995,NBA,2,39,CLE,Donny Marshall\marshdo02,22.351,F,us,UConn,1996,2003,0.9,119,7.7,2.5,1,0.3,0.3,0,0.321,0.308,0.336,0.681,0.045
2216,2000,NBA,2,40,ATL,Hanno Möttölä\mottoha01,23.298,C,fi,Utah,2001,2002,0.9,155,15.2,4.6,2.9,0.5,0.2,0.2,0.442,0.451,0.063,0.783,0.019
2217,2005,NBA,1,29,MIA,Wayne Simien\simiewa01,22.117,F,us,Kansas,2006,2007,0.9,51,9.9,3.3,1.9,0.2,0.3,0,0.469,0.469,,0.854,0.083
2218,2007,NBA,2,38,PHI,Kyrylo Fesenko\fesenky01,20.191,C,ua,,2008,2012,0.9,135,8.2,2.3,2,0.3,0.1,0.4,0.496,0.5,0,0.41,0.038
2219,2010,NBA,2,52,BOS,Luke Harangody\haranlu01,22.179,F,us,Notre Dame,2011,2012,0.9,70,12.4,3.6,2.8,0.5,0.3,0.3,0.376,0.44,0.241,0.737,0.048
2220,2013,NBA,2,38,WAS,Nate Wolters\woltena01,22.049,G,us,South Dakota State,2014,2018,0.9,84,18.8,5.5,2.2,2.5,0.5,0.2,0.423,0.452,0.261,0.635,0.028
2221,2014,NBA,1,26,MIA,P.J. Hairston\hairspj02,21.189,G-F,us,UNC,2015,2016,0.9,111,18,6,2.4,0.5,0.5,0.2,0.343,0.414,0.295,0.81,0.021
2222,2014,NBA,2,60,SAS,Cory Jefferson\jeffeco01,23.188,F,us,Baylor,2015,2016,0.9,58,10,3.5,2.8,0.3,0.2,0.4,0.444,0.474,0.125,0.583,0.071
2223,2019,NBA,2,52,CHO,Jalen McDaniels\mcdanja01,21.145,F,us,San Diego State,2020,2021,0.9,51,17.4,6.2,3.2,1,0.5,0.3,0.455,0.524,0.333,0.759,0.051
2224,1948,BAA,,,BOS,Johnny Bach\bachjo01,23.31,F-G,us,Fordham,1949,1949,0.8,34,,3.5,,0.7,,,0.286,0.286,,0.68,
2225,1950,NBA,9,,TRI,Nate DeLong\delonna01,24.116,C,us,Wisconsin-River Falls,1952,1952,0.8,17,7.8,3.8,1.8,0.8,,,0.476,0.476,,0.686,0.309
2226,1951,NBA,1,7,BOS,Ernie Barrett\barreer01,21.246,G-F,us,Kansas State,1954,1956,0.8,131,16,4.9,2.6,1.7,,,0.369,0.369,,0.748,0.017
2227,1952,NBA,1,5,NYK,Ralph Polson\polsora01,22.188,F-C,us,Whitworth,1953,1953,0.8,49,16.5,3.9,4.3,0.5,,,0.363,0.363,,0.635,0.047
2228,1960,NBA,5,36,DET,Willie Jones\joneswi01,23.292,G,,Northwestern,1961,1965,0.8,272,16.8,7.4,2.8,2,,,0.393,0.393,,0.682,0.009
2229,1960,NBA,7,50,LAL,Howard Jolliff\jolifho01,21.271,F-C,,Ohio University,1961,1963,0.8,138,12.6,2.8,4.2,0.8,,,0.367,0.367,,0.527,0.022
2230,1967,NBA,1,11,BOS,Mal Graham\grahama01,22.074,G,,NYU,1968,1969,0.8,70,12.7,4.7,1.7,1.1,,,0.398,0.398,,0.657,0.043
2231,1967,NBA,2,15,CHI,Byron Beck\beckby01,22.103,C-F,us,Denver,1977,1977,0.8,53,9.1,4.7,1.8,0.6,0.3,0,0.435,0.435,,0.818,0.078
2232,1974,NBA,2,23,HOU,Gus Bailey\bailegu01,23.105,G-F,us,Texas-El Paso,1975,1980,0.8,147,9.2,2.6,1.7,1.1,0.4,0.3,0.406,0.405,1,0.51,0.029
2233,1974,NBA,10,169,SEA,Rod Derline\derliro01,22.083,G,us,Seattle University,1975,1976,0.8,107,9.4,4.8,0.8,0.7,0.3,0,0.419,0.419,,0.786,0.039
2234,1983,NBA,1,6,GSW,Russell Cross\crossru01,21.301,C,us,Purdue,1984,1984,0.8,45,7.9,3.7,1.8,0.5,0.3,0.2,0.571,0.571,,0.418,0.106
2235,1985,NBA,2,28,CHI,Ken Johnson\johnske01,22.229,F,us,Michigan State,1986,1986,0.8,64,12.7,4.1,3.8,0.3,0.2,0.3,0.528,0.528,,0.435,0.044
2236,1986,NBA,1,21,WSB,Anthony Jones\jonesan01,23.283,G-F,us,UNLV,1987,1990,0.8,164,10.4,3.6,1.3,0.7,0.5,0.2,0.393,0.401,0.306,0.74,0.022
2237,1986,NBA,4,77,PHO,Grant Gondrezick\gondrgr01,23.155,G,us,Pepperdine,1987,1989,0.8,91,11.9,5,1.6,1.3,0.4,0.1,0.438,0.452,0.25,0.687,0.036
2238,1990,NBA,2,36,ATL,Trevor Wilson\wilsotr01,22.108,F,us,UCLA,1991,1996,0.8,103,15.6,5.7,3.4,1,0.5,0.1,0.456,0.459,0,0.567,0.023
2239,1995,NBA,1,22,CHH,George Zídek\zidekge01,21.335,C,cz,UCLA,1996,1998,0.8,135,9.8,3.4,2.1,0.2,0.1,0.1,0.408,0.409,0.25,0.783,0.029
2240,1999,NBA,1,19,UTA,Quincy Lewis\lewisqu01,22.009,F,us,Minnesota,2000,2004,0.8,159,11.7,3.6,1.3,0.6,0.4,0.2,0.397,0.412,0.333,0.71,0.02
2241,2001,NBA,2,51,PHO,Alton Ford\fordal02,20.034,F,us,Houston,2002,2004,0.8,73,7.2,2.5,1.7,0.2,0.1,0.1,0.507,0.507,,0.697,0.074
2242,2002,NBA,1,2,CHI,Jay Williams\willija03,20.294,G,us,Duke,2003,2003,0.8,75,26.1,9.5,2.6,4.7,1.1,0.2,0.399,0.431,0.322,0.64,0.02
2243,2002,NBA,2,41,LAC,Mario Kasun\kasunma01,22.087,C,hr,,2005,2006,0.8,73,7.8,2.7,2.6,0.2,0.1,0.2,0.467,0.47,0,0.636,0.069
2244,2004,NBA,2,47,MIA,Pape Sow\sowpa01,22.22,F,sn,Cal State Fullerton,2005,2007,0.8,76,11.6,2.9,2.8,0.2,0.4,0.3,0.416,0.416,,0.678,0.044
2245,2005,NBA,2,32,LAC,Daniel Ewing\ewingda01,22.1,G,us,Duke,2006,2007,0.8,127,13.3,3.4,1.2,1.4,0.5,0.1,0.389,0.429,0.295,0.78,0.024
2246,2006,NBA,2,31,POR,James White\whiteja02,23.256,G-F,us,Cincinnati,2007,2013,0.8,67,8.7,2.7,1,0.5,0.3,0.1,0.438,0.482,0.34,0.676,0.062
2247,2006,NBA,2,54,NJN,Hassan Adams\adamsha01,22.013,G,us,Arizona,2007,2009,0.8,73,7.5,2.5,1.2,0.2,0.2,0.1,0.534,0.537,0,0.643,0.072
2248,2007,NBA,2,34,DAL,Nick Fazekas\fazekni01,22.016,F,us,Nevada,2008,2008,0.8,26,10.3,4.1,3.4,0.4,0.3,0.4,0.561,0.575,0,0.682,0.148
2249,2008,NBA,2,48,PHO,Malik Hairston\hairsma01,21.129,G,us,Oregon,2009,2010,0.8,62,7.6,2.4,1.2,0.5,0.2,0.3,0.512,0.549,0.167,0.514,0.086
2250,2010,NBA,1,12,MEM,Xavier Henry\henryxa01,19.106,G,be,Kansas,2011,2015,0.8,185,15.7,5.7,1.9,0.6,0.5,0.1,0.406,0.419,0.325,0.635,0.013
2251,2013,NBA,1,19,CLE,Sergey Karasev\karasse01,19.249,G-F,ru,,2014,2016,0.8,95,11.7,3,1.5,0.9,0.3,0,0.395,0.489,0.282,0.842,0.036
2252,2014,NBA,1,17,BOS,James Young\youngja01,18.319,G-F,us,Kentucky,2015,2018,0.8,95,8.5,2.3,1,0.3,0.3,0.1,0.367,0.534,0.277,0.563,0.046
2253,2017,NBA,2,40,NOP,Dwayne Bacon\bacondw01,21.302,G,us,Florida State,2018,2021,0.8,195,18.8,6.9,2.5,1.1,0.4,0.1,0.401,0.432,0.328,0.784,0.01
2254,2018,NBA,1,18,SAS,Lonnie Walker\walkelo01,19.194,G,us,Miami (FL),2019,2021,0.8,125,18.2,7.6,2.2,1.2,0.5,0.2,0.416,0.443,0.372,0.761,0.016
2255,2018,NBA,2,50,IND,Alize Johnson\johnsal02,22.065,F,us,Missouri State,2019,2021,0.8,43,7.2,2.6,2.8,0.4,0.2,0.2,0.489,0.519,0.333,0.667,0.122
2256,2019,NBA,1,24,PHI,Ty Jerome\jeromty01,21.352,G,us,Virginia,2020,2021,0.8,58,16.9,6.3,2.1,2.5,0.5,0.1,0.392,0.425,0.365,0.732,0.038
2257,2019,NBA,2,34,PHI,Bruno Fernando\fernabr01,20.314,F,ao,Maryland,2020,2021,0.8,83,10.8,3.3,3.2,0.7,0.2,0.2,0.507,0.585,0.128,0.594,0.041
2258,2019,NBA,2,43,MIN,Jaylen Nowell\nowelja01,19.351,G,us,Washington,2020,2021,0.8,53,16.3,7.9,1.9,1.5,0.5,0.2,0.418,0.51,0.303,0.853,0.042
2259,1948,BAA,,,BLB,Jake Carter\carteja01,23.295,F-C,us,East Texas State University,1950,1950,0.7,24,,3.4,,1,,,0.307,0.307,,0.679,
2260,1948,BAA,,,MNL,Earl Gardner\gardnea01,24.241,F,,DePauw University,1949,1949,0.7,50,,1.8,,0.4,,,0.376,0.376,,0.464,
2261,1948,BAA,,,CHS,Whitey Kachan\kachawh01,22.243,G,us,DePaul,1949,1949,0.7,52,,2.2,,0.7,,,0.268,0.268,,0.643,
2262,1967,NBA,1,10,SFW,Dave Lattin\lattida01,23.137,F-C,us,Texas-El Paso,1968,1969,0.7,112,11.1,4.5,3.8,0.6,,,0.4,0.4,,0.644,0.028
2263,1968,NBA,13,162,SEA,Bud Ogden\ogdenbu01,21.163,F,us,Santa Clara,1970,1971,0.7,74,6.6,3.5,1.4,0.6,,,0.445,0.445,,0.692,0.072
2264,1968,NBA,17,202,NYK,Milt Williams\willimi01,22.2,G,us,Lincoln University of Missouri,1971,1974,0.7,68,9.5,3.5,0.8,1.8,0.4,0,0.424,0.424,,0.674,0.051
2265,1969,NBA,1,13,PHI,Bud Ogden\ogdenbu01,22.105,F,us,Santa Clara,1970,1971,0.7,74,6.6,3.5,1.4,0.6,,,0.445,0.445,,0.692,0.072
2266,1969,NBA,5,65,CIN,Jake Ford\fordja01,23.349,G,us,University of Maryland Eastern Shore,1971,1972,0.7,31,8,4.1,0.6,1.1,,,0.462,0.462,,0.764,0.133
2267,1970,NBA,1,12,PHI,Al Henry\henryal01,21.047,C,,Wisconsin,1971,1972,0.7,49,9.1,4,3,0.2,,,0.426,0.426,,0.7,0.074
2268,1970,NBA,2,20,SEA,Jake Ford\fordja01,24.334,G,us,University of Maryland Eastern Shore,1971,1972,0.7,31,8,4.1,0.6,1.1,,,0.462,0.462,,0.764,0.133
2269,1971,NBA,2,23,SEA,Jim McDaniels\mcdanji01,23.001,C-F,us,Western Kentucky,1972,1978,0.7,184,14.7,5.3,4.4,0.9,0.1,0.3,0.402,0.402,,0.703,0.012
2270,1972,NBA,1,7,SEA,Bud Stallworth\stallbu01,22.088,F-G,us,Kansas,1973,1977,0.7,313,17.5,7.7,2.8,0.7,0.4,0.2,0.414,0.414,,0.686,0.006
2271,1972,NBA,1,11,CHI,Ralph Simpson\simpsra01,22.249,G-F,us,Michigan State,1977,1980,0.7,218,18.3,8.4,2,2.2,0.9,0.1,0.404,0.405,0,0.724,0.008
2272,1972,NBA,2,29,MIL,Chuck Terry\terrych01,21.201,F,us,Cal State Long Beach,1973,1977,0.7,135,13.3,3.3,2.2,0.6,0.4,0.1,0.38,0.38,,0.756,0.018
2273,1974,NBA,2,34,POR,Phil Lumpkin\lumpkph01,22.165,G,us,Miami University,1975,1976,0.7,82,14.2,3.3,1,2.7,0.4,0,0.424,0.424,,0.812,0.028
2274,1976,NBA,7,111,NOJ,Andy Walker\walkean01,21.081,G,us,Niagara University,1977,1977,0.7,40,11,4.5,1.9,0.8,0.5,0.2,0.462,0.462,,0.766,0.081
2275,1978,NBA,2,27,IND,Wayne Radford\radfowa01,22.016,G,us,Indiana,1979,1979,0.7,52,12.5,3.9,1.3,1.1,0.6,0,0.474,0.474,,0.8,0.049
2276,1978,NBA,3,62,NJN,Dave Batton\battoda01,22.08,C,us,Notre Dame,1983,1984,0.7,58,10.2,3.2,2.1,0.6,0.3,0.3,0.448,0.455,0,0.471,0.055
2277,1978,NBA,5,110,POR,Clay Johnson\johnscl02,21.331,G,us,Missouri,1982,1984,0.7,80,8.6,2.8,1.2,0.6,0.4,0.1,0.41,0.411,0.333,0.724,0.046
2278,1980,NBA,2,26,CHI,Sam Worthen\worthsa01,22.15,G,us,Marquette,1981,1982,0.7,69,14,3.5,1.7,1.7,0.8,0.1,0.492,0.503,0,0.75,0.032
2279,1981,NBA,2,30,SAS,Ed Rains\rainsed01,24.173,F,us,University of South Alabama,1982,1983,0.7,83,11.2,3.5,1.5,0.7,0.3,0,0.423,0.428,0,0.626,0.034
2280,1981,NBA,3,54,SDC,Jim Smith\smithji01,23.064,F,us,Ohio State,1982,1983,0.7,76,11.5,2.9,2.5,0.6,0.3,0.7,0.514,0.514,,0.461,0.037
2281,1985,NBA,2,25,POR,Mike Smrek\smrekmi01,22.297,C,ca,Canisius,1986,1992,0.7,194,9.7,2.9,2.2,0.3,0.2,0.8,0.431,0.433,0,0.617,0.018
2282,1985,NBA,4,79,CLE,Mark Davis\davisma01,22.016,F-G,us,Old Dominion,1989,1989,0.7,33,7.8,3.8,1.1,0.4,0.4,0.2,0.48,0.522,0.1,0.824,0.134
2283,1985,NBA,4,83,UTA,Delaney Rudd\ruddde01,22.228,G,us,Wake Forest,1990,1993,0.7,239,9.9,3.4,0.8,2.2,0.3,0,0.413,0.459,0.257,0.761,0.014
2284,1986,NBA,6,133,DEN,Anthony Frederick\fredean01,21.197,F,us,Pepperdine,1989,1992,0.7,147,11.2,4.9,1.9,0.9,0.5,0.3,0.439,0.445,0.273,0.699,0.019
2285,1987,NBA,1,20,DAL,Jim Farmer\farmeji01,22.277,G,us,Alabama,1988,1994,0.7,136,10.7,5.3,1.4,0.8,0.3,0,0.428,0.448,0.282,0.73,0.024
2286,1987,NBA,2,35,HOU,Doug Lee\leedo01,22.246,G-F,us,Purdue,1992,1995,0.7,73,5.7,2.3,0.6,0.4,0.2,0.1,0.412,0.478,0.31,0.7,0.086
2287,1988,NBA,2,35,MIA,Sylvester Gray\graysy01,20.361,F,us,Memphis,1989,1989,0.7,55,22.2,8,5.2,2.1,0.7,0.5,0.42,0.421,0.25,0.673,0.028
2288,1989,NBA,2,35,DAL,Pat Durham\durhapa01,22.115,F,us,Colorado State,1993,1995,0.7,64,14.5,5,1.7,0.9,0.6,0.5,0.469,0.5,0.192,0.667,0.037
2289,1990,NBA,1,26,DET,Lance Blanks\blankla01,23.297,G,us,Texas,1991,1993,0.7,142,7.4,2,0.8,0.8,0.3,0.1,0.436,0.508,0.253,0.667,0.031
2290,1998,NBA,2,46,MIN,Andrae Patterson\pattean01,22.23,F,us,Indiana,1999,2000,0.7,40,7.6,3,1.7,0.4,0.5,0.2,0.455,0.479,0,0.778,0.114
2291,1999,NBA,2,38,ORL,Laron Profit\profila01,21.334,G-F,us,Maryland,2000,2006,0.7,135,11.4,3.3,1.5,1.2,0.5,0.2,0.419,0.469,0.236,0.712,0.021
2292,2001,NBA,1,22,ORL,Jeryl Sasser\sasseje01,22.14,G,us,SMU,2002,2003,0.7,82,12.9,2.5,2.3,0.8,0.6,0.1,0.303,0.305,0.295,0.687,0.032
2293,2003,NBA,2,56,BOS,Brandon Hunter\huntebr01,22.219,F,us,Ohio University,2004,2005,0.7,67,9.4,3.3,2.8,0.3,0.3,0.1,0.476,0.484,0,0.488,0.055
2294,2007,NBA,2,41,MIN,Chris Richard\richach01,22.19,F,us,Florida,2008,2010,0.7,70,11.1,1.9,2.8,0.4,0.3,0.2,0.483,0.483,,0.605,0.045
2295,2010,NBA,1,22,POR,Elliot Williams\williel01,21.009,G,us,Memphis,2012,2016,0.7,109,13.5,4.9,1.5,0.9,0.4,0.1,0.421,0.489,0.31,0.669,0.024
2296,2010,NBA,2,41,MIA,Jarvis Varnado\varnaja01,22.12,F,us,Mississippi State,2013,2014,0.7,37,10.7,2.9,1.9,0.4,0.3,0.8,0.582,0.582,,0.518,0.089
2297,2014,NBA,1,29,OKC,Josh Huestis\huestjo01,22.195,F,us,Stanford,2016,2018,0.7,76,14.1,2.5,2.4,0.3,0.2,0.6,0.346,0.4,0.312,0.24,0.03
2298,2019,NBA,2,58,GSW,Miye Oni\onimi01,21.325,G,us,Yale,2020,2021,0.7,54,9.4,2.3,1.6,0.4,0.2,0.2,0.359,0.435,0.34,0.818,0.064
2299,2020,NBA,1,2,GSW,James Wiseman\wisemja01,19.237,C,us,Memphis,2021,2021,0.7,39,21.4,11.5,5.8,0.7,0.3,0.9,0.519,0.542,0.316,0.628,0.041
2300,2020,NBA,1,5,CLE,Isaac Okoro\okorois01,19.301,G-F,us,Auburn,2021,2021,0.7,55,31.7,8.2,2.8,1.8,1,0.4,0.422,0.5,0.299,0.72,0.019
2301,2020,NBA,1,13,NOP,Kira Lewis\lewiski01,19.231,G,us,Alabama,2021,2021,0.7,42,16.3,6.5,1.2,2.3,0.7,0.2,0.397,0.427,0.344,0.788,0.049
2302,2020,NBA,1,22,DEN,Zeke Nnaji\nnajize01,19.318,F,us,Arizona,2021,2021,0.7,38,9.4,3.2,1.5,0.2,0.2,0.1,0.484,0.615,0.385,0.8,0.096
2303,1950,NBA,2,,TRI,Ed Gayda\gaydaed01,22.35,G-F,,Washington State,1951,1951,0.6,15,,3.7,2.6,0.9,,,0.413,0.413,,0.75,
2304,1953,NBA,,,NYK,Dick Atha\athadi01,21.221,G,us,Indiana State University,1956,1958,0.6,43,10.4,3.2,1.5,1.2,,,0.393,0.393,,0.795,0.068
2305,1954,NBA,1,8,NYK,Jack Turner\turneja01,23.305,F-G,us,Western Kentucky,1955,1955,0.6,65,14.2,4.3,2.4,1.2,,,0.36,0.36,,0.789,0.032
2306,1963,NBA,1,6,PHI,Tom Hoover\hooveto01,22.102,C,us,Villanova,1964,1967,0.6,100,12.7,3.5,4.3,0.6,,,0.413,0.413,,0.591,0.023
2307,1966,NBA,10,88,CIN,Freddie Lewis\lewisfr02,22.32,G,us,Arizona State,1967,1977,0.6,64,13.8,5.8,1.4,1.5,0.3,0,0.401,0.401,,0.771,0.031
2308,1968,NBA,4,49,PHO,Rich Jones\jonesri01,21.165,F-C,us,Memphis,1977,1977,0.6,34,25.8,10.6,5.7,1.4,1.1,0.3,0.385,0.385,,0.76,0.033
2309,1969,NBA,5,58,PHO,Rich Jones\jonesri01,22.107,F-C,us,Memphis,1977,1977,0.6,34,25.8,10.6,5.7,1.4,1.1,0.3,0.385,0.385,,0.76,0.033
2310,1970,NBA,1,9,BAL,George Johnson\johnsge01,22.283,C,us,Stephen F. Austin,1971,1974,0.6,69,10.8,2.8,3.2,0.3,0.1,0.1,0.442,0.442,,0.431,0.036
2311,1970,NBA,1,10,PHO,Greg Howard\howargr01,22.08,F-C,us,New Mexico,1971,1972,0.6,92,9.3,3.4,2.5,0.6,,,0.388,0.388,,0.697,0.034
2312,1970,NBA,1,11,CHI,Jimmy Collins\colliji01,23.125,G,us,New Mexico State,1971,1972,0.6,74,8.3,3.8,0.9,0.9,,,0.414,0.414,,0.804,0.044
2313,1971,NBA,1,4,CIN,Ken Durrett\durreke01,22.116,F,us,La Salle,1972,1975,0.6,120,10,4,1.9,0.5,0.2,0.1,0.434,0.434,,0.637,0.025
2314,1971,NBA,4,64,LAL,Roger Brown\brownro02,21.039,C,us,Kansas,1973,1980,0.6,77,10.6,1.8,3,0.3,0.3,0.6,0.389,0.389,,0.702,0.035
2315,1972,NBA,2,18,SEA,Joby Wright\wrighjo01,21.223,F-C,,Indiana,1973,1973,0.6,77,12.1,3.9,2.8,0.5,,,0.478,0.478,,0.416,0.033
2316,1973,NBA,2,35,BOS,Phil Hankinson\hankiph01,21.278,F,us,Penn,1974,1975,0.6,31,6,3.9,1.8,0.2,0.1,0,0.491,0.491,,0.769,0.143
2317,1974,NBA,2,24,KCO,Len Kosmalski\kosmale01,22.186,C,us,Tennessee,1975,1976,0.6,76,6.7,1.4,1.9,0.7,0.1,0.1,0.398,0.398,,0.778,0.052
2318,1976,NBA,2,32,CLE,Mo Howard\howarmo01,21.293,G,us,Maryland,1977,1977,0.6,32,10.8,4.8,1.2,1.3,0.5,0.3,0.485,0.485,,0.686,0.084
2319,1976,NBA,3,37,CHI,Lars Hansen\hansela01,21.273,C,dk,Washington,1979,1979,0.6,15,13.7,5.1,3.9,0.9,0.1,0.1,0.509,0.509,,0.581,0.149
2320,1977,NBA,3,60,GSW,Marlon Redmond\redmoma01,22.062,G,us,San Francisco,1979,1980,0.6,77,13.7,6.5,2.1,1,0.4,0.3,0.423,0.43,0,0.655,0.026
2321,1977,NBA,7,151,LAL,Lars Hansen\hansela01,22.275,C,dk,Washington,1979,1979,0.6,15,13.7,5.1,3.9,0.9,0.1,0.1,0.509,0.509,,0.581,0.149
2322,1978,NBA,2,32,NYK,John Rudd\ruddjo01,22.312,F,us,McNeese State University,1979,1979,0.6,58,12.5,3.2,2.9,0.6,0.3,0.1,0.444,0.444,,0.71,0.04
2323,1982,NBA,2,33,POR,Linton Townes\towneli01,22.217,F-G,us,James Madison University,1983,1985,0.6,60,9.1,4.3,1.1,0.5,0.3,0.1,0.44,0.448,0.36,0.75,0.057
2324,1982,NBA,3,60,GSW,Chris Engler\englech01,23.126,C,us,Wyoming,1983,1988,0.6,195,7.2,1.8,2,0.2,0.2,0.2,0.411,0.411,,0.677,0.02
2325,1983,NBA,4,91,BOS,Carlos Clark\clarkca01,22.327,G,us,Ole Miss,1984,1985,0.6,93,7.4,2.4,0.9,0.7,0.5,0,0.407,0.421,0,0.803,0.044
2326,1984,NBA,7,156,NYK,Ken Bannister\bannike01,24.085,F-C,us,Saint Augustine's College,1985,1991,0.6,253,15.3,5.9,3.5,0.4,0.4,0.3,0.488,0.489,0,0.492,0.007
2327,1992,NBA,1,16,LAC,Randy Woods\woodsra01,21.28,G,us,La Salle,1993,1996,0.6,151,7.2,2.4,0.6,1.7,0.6,0,0.34,0.384,0.305,0.683,0.026
2328,1992,NBA,2,50,GSW,Matt Fish\fishma01,22.224,C,us,UNC Wilmington,1995,1997,0.6,50,10.2,3.5,2.2,0.5,0.4,0.3,0.5,0.504,0,0.625,0.058
2329,1995,NBA,1,25,ORL,David Vaughn\vaughda02,22.102,F,us,Memphis,1996,1999,0.6,118,9.8,2.9,3.1,0.3,0.3,0.4,0.423,0.425,0,0.638,0.026
2330,1996,NBA,2,56,CLE,Reggie Geary\gearyre01,22.305,G,us,Arizona,1997,1998,0.6,101,9.2,2.1,0.8,1.1,0.5,0.1,0.344,0.349,0.328,0.493,0.032
2331,1996,NBA,2,57,SEA,Drew Barry\barrydr01,23.135,G,us,Georgia Tech,1998,2000,0.6,60,10,2.2,1.1,1.9,0.3,0,0.417,0.475,0.381,0.774,0.051
2332,1997,NBA,2,31,DET,Charles O'Bannon\obannch01,22.129,G-F,us,UCLA,1998,1999,0.6,48,8.3,2.5,1.4,0.6,0.2,0.1,0.4,0.413,0,0.87,0.07
2333,1998,NBA,2,52,SAS,Derrick Dial\dialde01,22.192,G,us,Eastern Michigan,2000,2004,0.6,82,8.4,3.1,1.6,0.8,0.3,0.1,0.372,0.404,0.19,0.672,0.045
2334,2000,NBA,2,34,CHI,Khalid El-Amin\elamikh01,21.07,G,us,UConn,2001,2001,0.6,50,18.7,6.3,1.6,2.9,1,0,0.37,0.383,0.333,0.778,0.03
2335,2009,NBA,1,24,DAL,Byron Mullens\mulleby01,20.136,C,us,Ohio State,2010,2014,0.6,189,18.2,7.4,4.2,0.8,0.4,0.5,0.408,0.438,0.319,0.706,0.008
2336,2014,NBA,2,35,UTA,Jarnell Stokes\stokeja01,20.175,F-C,us,Tennessee,2015,2017,0.6,28,5.4,2.4,1.4,0.3,0.3,0.2,0.581,0.581,,0.531,0.202
2337,2015,NBA,1,29,BRK,Chris McCullough\mcculch01,20.145,F,us,Syracuse,2016,2018,0.6,59,9,3.3,1.9,0.3,0.5,0.3,0.426,0.47,0.306,0.548,0.054
2338,2015,NBA,2,48,OKC,Dakari Johnson\johnsda04,19.281,C,us,Kentucky,2018,2018,0.6,31,5.2,1.8,1.1,0.3,0.2,0.3,0.564,0.564,,0.55,0.178
2339,2019,NBA,1,23,UTA,Darius Bazley\bazleda01,19.012,F,us,,2020,2021,0.6,105,23.8,8.8,5.4,1,0.5,0.6,0.399,0.467,0.311,0.71,0.012
2340,1948,BAA,,,ROC,Leo Kubiak\kubiale01,20.142,G,us,Bowling Green,1950,1950,0.5,62,,11.5,,3.2,,,0.326,0.326,,0.814,
2341,1952,NBA,1,7,SYR,Bob Lochmueller\lochmbo01,24.332,F,us,Louisville,1953,1953,0.5,62,12.9,3.7,2.6,0.8,,,0.322,0.322,,0.607,0.031
2342,1958,NBA,4,27,NYK,Johnny Cox\coxjo01,21.177,G,us,Kentucky,1963,1963,0.5,73,23.1,7.8,3.8,1.9,,,0.421,0.421,,0.704,0.015
2343,1959,NBA,4,28,NYK,Johnny Cox\coxjo01,22.155,G,us,Kentucky,1963,1963,0.5,73,23.1,7.8,3.8,1.9,,,0.421,0.421,,0.704,0.015
2344,1962,NBA,2,10,STL,Bob Duffy\duffybo02,21.186,G,us,Colgate,1963,1965,0.5,94,11.9,4.3,1.1,1.8,,,0.396,0.396,,0.649,0.022
2345,1964,NBA,1,3,BAL,Gary Bradds\braddga01,21.288,F,us,Ohio State,1965,1966,0.5,44,8,3.3,2.1,0.5,,,0.41,0.41,,0.716,0.067
2346,1964,NBA,,,CIN,George Wilson\wilsoge01,22.001,C,us,Cincinnati,1965,1971,0.5,410,14.1,5.4,5.2,0.7,,,0.372,0.372,,0.677,0.004
2347,1968,NBA,1,13,ATL,Skip Harlicka\harlisk01,21.239,G,,South Carolina,1969,1969,0.5,26,8.4,4.1,0.6,1.4,,,0.456,0.456,,0.774,0.119
2348,1970,NBA,1,17,NYK,Mike Price\pricemi01,21.198,G,us,Illinois,1971,1973,0.5,119,8.8,3.3,1.3,0.7,,,0.404,0.404,,0.772,0.021
2349,1970,NBA,2,21,BOS,Rex Morgan\morgare01,21.152,G,us,Jacksonville University,1971,1972,0.5,62,6.7,2.8,1.5,0.6,,,0.375,0.375,,0.682,0.063
2350,1972,NBA,1,6,MIL,Russ Lee\leeru01,22.079,G-F,us,Marshall,1973,1975,0.5,97,6,2.9,1.2,0.7,0.2,0,0.391,0.391,,0.685,0.038
2351,1972,NBA,3,43,GSW,Bill Chamberlain\chambbi01,22.121,F,,UNC,1974,1974,0.5,28,13.1,5.5,2.9,1.3,0.7,0.4,0.438,0.438,,0.696,0.063
2352,1973,NBA,3,44,DET,Bo Lamar\lamarbo01,22.023,G,us,Louisiana,1977,1977,0.5,71,16.4,7.1,1.3,2.5,0.8,0,0.406,0.406,,0.676,0.021
2353,1975,NBA,1,13,KCK,Bob Bigelow\bigelbo01,21.159,F-G,us,Penn,1976,1979,0.5,94,8.1,2.5,1.2,0.4,0.2,0,0.414,0.414,,0.732,0.029
2354,1975,NBA,3,48,WSB,Tom Kropp\kroppto01,22.111,G,us,University of Nebraska at Kearney,1976,1977,0.5,78,7.1,2.5,0.8,0.6,0.3,0,0.44,0.44,,0.702,0.042
2355,1975,NBA,4,61,POR,Phil Hicks\hicksph01,22.123,F,us,Tulane,1977,1979,0.5,57,6.8,2.3,1.6,0.6,0.2,0,0.447,0.447,,0.778,0.058
2356,1976,NBA,2,27,HOU,Phil Hicks\hicksph01,23.134,F,us,Tulane,1977,1979,0.5,57,6.8,2.3,1.6,0.6,0.2,0,0.447,0.447,,0.778,0.058
